"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","id","Basiswert","Name.Basiswert"
"Mobilitätsziffer","nichtdeutsch",2005,"06 Sendling",494.7,"4",1379,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"06 Sendling",494.7,"5",9366.4,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"07 Sendling - Westpark",457.8,"1",1265,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"07 Sendling - Westpark",457.8,"2",1573,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"07 Sendling - Westpark",457.8,"3",719,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"07 Sendling - Westpark",457.8,"4",1625,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"07 Sendling - Westpark",457.8,"5",11318.9,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"08 Schwanthalerhöhe",455.3,"1",1006,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"08 Schwanthalerhöhe",455.3,"2",1194,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"08 Schwanthalerhöhe",455.3,"3",864,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"08 Schwanthalerhöhe",455.3,"4",1351,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"08 Schwanthalerhöhe",455.3,"5",9697.9,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"09 Neuhausen - Nymphenburg",601.4,"1",3012,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"09 Neuhausen - Nymphenburg",601.4,"2",2432,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"09 Neuhausen - Nymphenburg",601.4,"3",2436,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"09 Neuhausen - Nymphenburg",601.4,"4",2911,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"09 Neuhausen - Nymphenburg",601.4,"5",17944.6,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"10 Moosach",512.5,"1",1590,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"10 Moosach",512.5,"2",1628,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"10 Moosach",512.5,"3",1328,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"10 Moosach",512.5,"4",1436,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"10 Moosach",512.5,"5",11672.1,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"11 Milbertshofen - Am Hart",591.9,"1",3278,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"11 Milbertshofen - Am Hart",591.9,"2",4032,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"11 Milbertshofen - Am Hart",591.9,"3",2548,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"11 Milbertshofen - Am Hart",591.9,"4",3417,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"11 Milbertshofen - Am Hart",591.9,"5",22427.2,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"12 Schwabing - Freimann",689.6,"1",2741,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"12 Schwabing - Freimann",689.6,"2",2240,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"12 Schwabing - Freimann",689.6,"3",2347,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"12 Schwabing - Freimann",689.6,"4",2379,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"12 Schwabing - Freimann",689.6,"5",14075.8,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"13 Bogenhausen",522.9,"1",1892,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"13 Bogenhausen",522.9,"2",1817,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"13 Bogenhausen",522.9,"3",1424,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"13 Bogenhausen",522.9,"4",1571,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"13 Bogenhausen",522.9,"5",12819.8,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"14 Berg am Laim",452,"1",978,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"14 Berg am Laim",452,"2",1402,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"14 Berg am Laim",452,"3",784,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"14 Berg am Laim",452,"4",1290,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"14 Berg am Laim",452,"5",9853.3,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"15 Trudering - Riem",645.8,"1",1360,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"15 Trudering - Riem",645.8,"2",1470,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"15 Trudering - Riem",645.8,"3",1133,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"15 Trudering - Riem",645.8,"4",1096,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"15 Trudering - Riem",645.8,"5",7834.3,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"16 Ramersdorf - Perlach",401.2,"1",2516,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"16 Ramersdorf - Perlach",401.2,"2",3444,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"16 Ramersdorf - Perlach",401.2,"3",1748,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"16 Ramersdorf - Perlach",401.2,"4",3139,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"16 Ramersdorf - Perlach",401.2,"5",27033.3,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"17 Obergiesing - Fasangarten",521.6,"1",1552,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"17 Obergiesing - Fasangarten",521.6,"2",1737,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"17 Obergiesing - Fasangarten",521.6,"3",1387,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"17 Obergiesing - Fasangarten",521.6,"4",1696,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"17 Obergiesing - Fasangarten",521.6,"5",12215.6,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"18 Untergiesing - Harlaching",570.5,"1",1279,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"18 Untergiesing - Harlaching",570.5,"2",1485,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"18 Untergiesing - Harlaching",570.5,"3",918,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"18 Untergiesing - Harlaching",570.5,"4",1504,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"18 Untergiesing - Harlaching",570.5,"5",9090.7,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",640.3,"1",3094,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",640.3,"2",1992,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",640.3,"3",1952,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",640.3,"4",2417,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",640.3,"5",14767.6,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"20 Hadern",455.3,"1",920,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"20 Hadern",455.3,"2",1341,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"20 Hadern",455.3,"3",699,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"20 Hadern",455.3,"4",1064,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"20 Hadern",455.3,"5",8837.2,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"21 Pasing - Obermenzing",602.7,"1",1832,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"21 Pasing - Obermenzing",602.7,"2",1536,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"21 Pasing - Obermenzing",602.7,"3",1386,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"21 Pasing - Obermenzing",602.7,"4",1696,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"21 Pasing - Obermenzing",602.7,"5",10702.7,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"22 Aubing - Lochhausen - Langwied",441.4,"1",698,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"22 Aubing - Lochhausen - Langwied",441.4,"2",966,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"22 Aubing - Lochhausen - Langwied",441.4,"3",572,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"22 Aubing - Lochhausen - Langwied",441.4,"4",821,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"22 Aubing - Lochhausen - Langwied",441.4,"5",6925,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"23 Allach - Untermenzing",543.1,"1",715,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"23 Allach - Untermenzing",543.1,"2",561,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"23 Allach - Untermenzing",543.1,"3",673,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"23 Allach - Untermenzing",543.1,"4",576,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"23 Allach - Untermenzing",543.1,"5",4649.3,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"24 Feldmoching - Hasenbergl",478.6,"1",1958,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"24 Feldmoching - Hasenbergl",478.6,"2",1586,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"24 Feldmoching - Hasenbergl",478.6,"3",1502,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"24 Feldmoching - Hasenbergl",478.6,"4",1460,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"24 Feldmoching - Hasenbergl",478.6,"5",13592.8,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"25 Laim",447.3,"1",1031,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"25 Laim",447.3,"2",1497,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"25 Laim",447.3,"3",722,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"25 Laim",447.3,"4",1422,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2005,"25 Laim",447.3,"5",10444.3,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"Stadt München",596.9,"1",47414,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"Stadt München",596.9,"2",42590,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"Stadt München",596.9,"3",41432,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"Stadt München",596.9,"4",42590,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"Stadt München",596.9,"5",291564.8,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"01 Altstadt - Lehel",658,"1",860,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"01 Altstadt - Lehel",658,"2",468,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"01 Altstadt - Lehel",658,"3",790,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"01 Altstadt - Lehel",658,"4",584,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"01 Altstadt - Lehel",658,"5",4106.1,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"02 Ludwigsvorstadt - Isarvorstadt",748.6,"1",2711,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"02 Ludwigsvorstadt - Isarvorstadt",748.6,"2",1956,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"02 Ludwigsvorstadt - Isarvorstadt",748.6,"3",2658,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"02 Ludwigsvorstadt - Isarvorstadt",748.6,"4",2270,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"02 Ludwigsvorstadt - Isarvorstadt",748.6,"5",12818.1,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"03 Maxvorstadt",691.6,"1",2121,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"03 Maxvorstadt",691.6,"2",1466,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"03 Maxvorstadt",691.6,"3",1854,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"03 Maxvorstadt",691.6,"4",1654,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"03 Maxvorstadt",691.6,"5",10258.1,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"04 Schwabing - West",734.8,"1",2559,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"04 Schwabing - West",734.8,"2",1931,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"04 Schwabing - West",734.8,"3",2126,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"04 Schwabing - West",734.8,"4",2122,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"04 Schwabing - West",734.8,"5",11891.6,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"05 Au - Haidhausen",614.2,"1",2108,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"05 Au - Haidhausen",614.2,"2",1589,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"05 Au - Haidhausen",614.2,"3",1897,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"05 Au - Haidhausen",614.2,"4",2101,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"05 Au - Haidhausen",614.2,"5",12528.9,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"06 Sendling",521.5,"1",1116,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"06 Sendling",521.5,"2",1436,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"06 Sendling",521.5,"3",927,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"06 Sendling",521.5,"4",1308,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"06 Sendling",521.5,"5",9180,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"07 Sendling - Westpark",536.8,"1",1435,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"07 Sendling - Westpark",536.8,"2",1667,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"07 Sendling - Westpark",536.8,"3",896,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"07 Sendling - Westpark",536.8,"4",1906,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"07 Sendling - Westpark",536.8,"5",10999.3,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"08 Schwanthalerhöhe",514.2,"1",1179,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"08 Schwanthalerhöhe",514.2,"2",1222,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"08 Schwanthalerhöhe",514.2,"3",1347,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"08 Schwanthalerhöhe",514.2,"4",1345,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"08 Schwanthalerhöhe",514.2,"5",9904.4,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"09 Neuhausen - Nymphenburg",643.4,"1",3363,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"09 Neuhausen - Nymphenburg",643.4,"2",2676,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"09 Neuhausen - Nymphenburg",643.4,"3",2393,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"09 Neuhausen - Nymphenburg",643.4,"4",2986,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"09 Neuhausen - Nymphenburg",643.4,"5",17747,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"10 Moosach",539.6,"1",1812,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"10 Moosach",539.6,"2",1539,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"10 Moosach",539.6,"3",1471,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"10 Moosach",539.6,"4",1264,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"10 Moosach",539.6,"5",11279.7,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"11 Milbertshofen - Am Hart",616.7,"1",3218,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"11 Milbertshofen - Am Hart",616.7,"2",3795,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"11 Milbertshofen - Am Hart",616.7,"3",2817,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"11 Milbertshofen - Am Hart",616.7,"4",3236,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"11 Milbertshofen - Am Hart",616.7,"5",21187.9,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"12 Schwabing - Freimann",744.3,"1",2925,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"12 Schwabing - Freimann",744.3,"2",2264,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"12 Schwabing - Freimann",744.3,"3",2959,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"12 Schwabing - Freimann",744.3,"4",2223,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"12 Schwabing - Freimann",744.3,"5",13933.3,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"13 Bogenhausen",595.9,"1",2138,"außerstädtisch Zugezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"13 Bogenhausen",595.9,"2",1630,"innerstädtisch Zugezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"13 Bogenhausen",595.9,"3",2103,"außerstädtisch Weggezogene (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"13 Bogenhausen",595.9,"4",1543,"innerstädtisch Weggezogene (auch innerhalb der räumlichen Einheit) (nichtdeutsch)"
"Mobilitätsziffer","nichtdeutsch",2004,"13 Bogenhausen",595.9,"5",12442.4,"mittlere Hauptwohnsitzbevölkerung (nichtdeutsch)"
