"Anfangsbezirk_Nr","Jahr","Anfangsbezirk","Umzugsbezirk","Anzahl"
"15",2013,"15 Trudering - Riem","17 Obergiesing - Fasangarten",77
"15",2013,"15 Trudering - Riem","18 Untergiesing - Harlaching",68
"15",2013,"15 Trudering - Riem","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",94
"15",2013,"15 Trudering - Riem","20 Hadern",34
"15",2013,"15 Trudering - Riem","21 Pasing - Obermenzing",69
"15",2013,"15 Trudering - Riem","22 Aubing - Lochhausen - Langwied",39
"15",2013,"15 Trudering - Riem","23 Allach - Untermenzing",21
"15",2013,"15 Trudering - Riem","24 Feldmoching - Hasenbergl",70
"15",2013,"15 Trudering - Riem","25 Laim",43
"16",2013,"16 Ramersdorf - Perlach","01 Altstadt - Lehel",63
"16",2013,"16 Ramersdorf - Perlach","02 Ludwigsvorstadt - Isarvorstadt",133
"16",2013,"16 Ramersdorf - Perlach","03 Maxvorstadt",104
"16",2013,"16 Ramersdorf - Perlach","04 Schwabing - West",142
"16",2013,"16 Ramersdorf - Perlach","05 Au - Haidhausen",215
"16",2013,"16 Ramersdorf - Perlach","06 Sendling",122
"16",2013,"16 Ramersdorf - Perlach","07 Sendling - Westpark",127
"16",2013,"16 Ramersdorf - Perlach","08 Schwanthalerhöhe",107
"16",2013,"16 Ramersdorf - Perlach","09 Neuhausen - Nymphenburg",206
"16",2013,"16 Ramersdorf - Perlach","10 Moosach",129
"16",2013,"16 Ramersdorf - Perlach","11 Milbertshofen - Am Hart",198
"16",2013,"16 Ramersdorf - Perlach","12 Schwabing - Freimann",185
"16",2013,"16 Ramersdorf - Perlach","13 Bogenhausen",188
"16",2013,"16 Ramersdorf - Perlach","14 Berg am Laim",432
"16",2013,"16 Ramersdorf - Perlach","15 Trudering - Riem",386
"16",2013,"16 Ramersdorf - Perlach","16 Ramersdorf - Perlach",2075
"16",2013,"16 Ramersdorf - Perlach","17 Obergiesing - Fasangarten",351
"16",2013,"16 Ramersdorf - Perlach","18 Untergiesing - Harlaching",254
"16",2013,"16 Ramersdorf - Perlach","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",247
"16",2013,"16 Ramersdorf - Perlach","20 Hadern",123
"16",2013,"16 Ramersdorf - Perlach","21 Pasing - Obermenzing",157
"16",2013,"16 Ramersdorf - Perlach","22 Aubing - Lochhausen - Langwied",109
"16",2013,"16 Ramersdorf - Perlach","23 Allach - Untermenzing",42
"16",2013,"16 Ramersdorf - Perlach","24 Feldmoching - Hasenbergl",140
"16",2013,"16 Ramersdorf - Perlach","25 Laim",135
"17",2013,"17 Obergiesing - Fasangarten","01 Altstadt - Lehel",32
"17",2013,"17 Obergiesing - Fasangarten","02 Ludwigsvorstadt - Isarvorstadt",170
"17",2013,"17 Obergiesing - Fasangarten","03 Maxvorstadt",100
"17",2013,"17 Obergiesing - Fasangarten","04 Schwabing - West",115
"17",2013,"17 Obergiesing - Fasangarten","05 Au - Haidhausen",187
"17",2013,"17 Obergiesing - Fasangarten","06 Sendling",95
"17",2013,"17 Obergiesing - Fasangarten","07 Sendling - Westpark",108
"17",2013,"17 Obergiesing - Fasangarten","08 Schwanthalerhöhe",58
"17",2013,"17 Obergiesing - Fasangarten","09 Neuhausen - Nymphenburg",178
"17",2013,"17 Obergiesing - Fasangarten","10 Moosach",126
"17",2013,"17 Obergiesing - Fasangarten","11 Milbertshofen - Am Hart",138
"17",2013,"17 Obergiesing - Fasangarten","12 Schwabing - Freimann",121
"17",2013,"17 Obergiesing - Fasangarten","13 Bogenhausen",129
"17",2013,"17 Obergiesing - Fasangarten","14 Berg am Laim",167
"17",2013,"17 Obergiesing - Fasangarten","15 Trudering - Riem",125
"17",2013,"17 Obergiesing - Fasangarten","16 Ramersdorf - Perlach",371
"17",2013,"17 Obergiesing - Fasangarten","17 Obergiesing - Fasangarten",865
"17",2013,"17 Obergiesing - Fasangarten","18 Untergiesing - Harlaching",316
"17",2013,"17 Obergiesing - Fasangarten","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",230
"17",2013,"17 Obergiesing - Fasangarten","20 Hadern",84
"17",2013,"17 Obergiesing - Fasangarten","21 Pasing - Obermenzing",74
"17",2013,"17 Obergiesing - Fasangarten","22 Aubing - Lochhausen - Langwied",63
"17",2013,"17 Obergiesing - Fasangarten","23 Allach - Untermenzing",48
"17",2013,"17 Obergiesing - Fasangarten","24 Feldmoching - Hasenbergl",80
"17",2013,"17 Obergiesing - Fasangarten","25 Laim",84
"18",2013,"18 Untergiesing - Harlaching","01 Altstadt - Lehel",39
"18",2013,"18 Untergiesing - Harlaching","02 Ludwigsvorstadt - Isarvorstadt",198
"18",2013,"18 Untergiesing - Harlaching","03 Maxvorstadt",106
"18",2013,"18 Untergiesing - Harlaching","04 Schwabing - West",120
"18",2013,"18 Untergiesing - Harlaching","05 Au - Haidhausen",192
"18",2013,"18 Untergiesing - Harlaching","06 Sendling",140
"18",2013,"18 Untergiesing - Harlaching","07 Sendling - Westpark",128
"18",2013,"18 Untergiesing - Harlaching","08 Schwanthalerhöhe",57
"18",2013,"18 Untergiesing - Harlaching","09 Neuhausen - Nymphenburg",156
"18",2013,"18 Untergiesing - Harlaching","10 Moosach",87
"18",2013,"18 Untergiesing - Harlaching","11 Milbertshofen - Am Hart",114
"18",2013,"18 Untergiesing - Harlaching","12 Schwabing - Freimann",120
"18",2013,"18 Untergiesing - Harlaching","13 Bogenhausen",109
"18",2013,"18 Untergiesing - Harlaching","14 Berg am Laim",93
"18",2013,"18 Untergiesing - Harlaching","15 Trudering - Riem",107
"18",2013,"18 Untergiesing - Harlaching","16 Ramersdorf - Perlach",280
"18",2013,"18 Untergiesing - Harlaching","17 Obergiesing - Fasangarten",302
"18",2013,"18 Untergiesing - Harlaching","18 Untergiesing - Harlaching",1014
"18",2013,"18 Untergiesing - Harlaching","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",272
"18",2013,"18 Untergiesing - Harlaching","20 Hadern",71
"18",2013,"18 Untergiesing - Harlaching","21 Pasing - Obermenzing",130
"18",2013,"18 Untergiesing - Harlaching","22 Aubing - Lochhausen - Langwied",69
"18",2013,"18 Untergiesing - Harlaching","23 Allach - Untermenzing",49
"18",2013,"18 Untergiesing - Harlaching","24 Feldmoching - Hasenbergl",91
"18",2013,"18 Untergiesing - Harlaching","25 Laim",105
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","01 Altstadt - Lehel",86
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","02 Ludwigsvorstadt - Isarvorstadt",209
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","03 Maxvorstadt",162
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","04 Schwabing - West",153
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","05 Au - Haidhausen",143
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","06 Sendling",184
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","07 Sendling - Westpark",305
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","08 Schwanthalerhöhe",73
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","09 Neuhausen - Nymphenburg",216
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","10 Moosach",149
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","11 Milbertshofen - Am Hart",187
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","12 Schwabing - Freimann",213
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","13 Bogenhausen",144
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","14 Berg am Laim",145
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","15 Trudering - Riem",177
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","16 Ramersdorf - Perlach",228
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","17 Obergiesing - Fasangarten",180
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","18 Untergiesing - Harlaching",234
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",2085
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","20 Hadern",254
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","21 Pasing - Obermenzing",226
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","22 Aubing - Lochhausen - Langwied",143
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","23 Allach - Untermenzing",88
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","24 Feldmoching - Hasenbergl",138
"19",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","25 Laim",161
"20",2013,"20 Hadern","01 Altstadt - Lehel",15
"20",2013,"20 Hadern","02 Ludwigsvorstadt - Isarvorstadt",86
"20",2013,"20 Hadern","03 Maxvorstadt",63
"20",2013,"20 Hadern","04 Schwabing - West",80
"20",2013,"20 Hadern","05 Au - Haidhausen",53
"20",2013,"20 Hadern","06 Sendling",55
"20",2013,"20 Hadern","07 Sendling - Westpark",215
"20",2013,"20 Hadern","08 Schwanthalerhöhe",30
"20",2013,"20 Hadern","09 Neuhausen - Nymphenburg",135
"20",2013,"20 Hadern","10 Moosach",78
"20",2013,"20 Hadern","11 Milbertshofen - Am Hart",115
"20",2013,"20 Hadern","12 Schwabing - Freimann",110
"20",2013,"20 Hadern","13 Bogenhausen",56
"20",2013,"20 Hadern","14 Berg am Laim",63
"20",2013,"20 Hadern","15 Trudering - Riem",54
"20",2013,"20 Hadern","16 Ramersdorf - Perlach",80
"20",2013,"20 Hadern","17 Obergiesing - Fasangarten",59
"20",2013,"20 Hadern","18 Untergiesing - Harlaching",66
"20",2013,"20 Hadern","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",256
"20",2013,"20 Hadern","20 Hadern",898
"20",2013,"20 Hadern","21 Pasing - Obermenzing",133
"20",2013,"20 Hadern","22 Aubing - Lochhausen - Langwied",65
"20",2013,"20 Hadern","23 Allach - Untermenzing",32
"20",2013,"20 Hadern","24 Feldmoching - Hasenbergl",64
"20",2013,"20 Hadern","25 Laim",125
"21",2013,"21 Pasing - Obermenzing","01 Altstadt - Lehel",54
"21",2013,"21 Pasing - Obermenzing","02 Ludwigsvorstadt - Isarvorstadt",93
"21",2013,"21 Pasing - Obermenzing","03 Maxvorstadt",104
"21",2013,"21 Pasing - Obermenzing","04 Schwabing - West",86
"21",2013,"21 Pasing - Obermenzing","05 Au - Haidhausen",92
"21",2013,"21 Pasing - Obermenzing","06 Sendling",70
"21",2013,"21 Pasing - Obermenzing","07 Sendling - Westpark",137
"21",2013,"21 Pasing - Obermenzing","08 Schwanthalerhöhe",70
"21",2013,"21 Pasing - Obermenzing","09 Neuhausen - Nymphenburg",250
"21",2013,"21 Pasing - Obermenzing","10 Moosach",125
"21",2013,"21 Pasing - Obermenzing","11 Milbertshofen - Am Hart",123
"21",2013,"21 Pasing - Obermenzing","12 Schwabing - Freimann",154
"21",2013,"21 Pasing - Obermenzing","13 Bogenhausen",74
"21",2013,"21 Pasing - Obermenzing","14 Berg am Laim",64
"21",2013,"21 Pasing - Obermenzing","15 Trudering - Riem",60
"21",2013,"21 Pasing - Obermenzing","16 Ramersdorf - Perlach",150
"21",2013,"21 Pasing - Obermenzing","17 Obergiesing - Fasangarten",73
"21",2013,"21 Pasing - Obermenzing","18 Untergiesing - Harlaching",97
"21",2013,"21 Pasing - Obermenzing","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",197
"21",2013,"21 Pasing - Obermenzing","20 Hadern",129
"21",2013,"21 Pasing - Obermenzing","21 Pasing - Obermenzing",1213
"21",2013,"21 Pasing - Obermenzing","22 Aubing - Lochhausen - Langwied",297
"21",2013,"21 Pasing - Obermenzing","23 Allach - Untermenzing",200
"21",2013,"21 Pasing - Obermenzing","24 Feldmoching - Hasenbergl",98
"21",2013,"21 Pasing - Obermenzing","25 Laim",215
"22",2013,"22 Aubing - Lochhausen - Langwied","01 Altstadt - Lehel",11
"22",2013,"22 Aubing - Lochhausen - Langwied","02 Ludwigsvorstadt - Isarvorstadt",39
"22",2013,"22 Aubing - Lochhausen - Langwied","03 Maxvorstadt",34
"22",2013,"22 Aubing - Lochhausen - Langwied","04 Schwabing - West",51
"22",2013,"22 Aubing - Lochhausen - Langwied","05 Au - Haidhausen",56
"22",2013,"22 Aubing - Lochhausen - Langwied","06 Sendling",35
"22",2013,"22 Aubing - Lochhausen - Langwied","07 Sendling - Westpark",58
"22",2013,"22 Aubing - Lochhausen - Langwied","08 Schwanthalerhöhe",30
"22",2013,"22 Aubing - Lochhausen - Langwied","09 Neuhausen - Nymphenburg",133
"22",2013,"22 Aubing - Lochhausen - Langwied","10 Moosach",82
"22",2013,"22 Aubing - Lochhausen - Langwied","11 Milbertshofen - Am Hart",70
"22",2013,"22 Aubing - Lochhausen - Langwied","12 Schwabing - Freimann",57
"22",2013,"22 Aubing - Lochhausen - Langwied","13 Bogenhausen",36
"22",2013,"22 Aubing - Lochhausen - Langwied","14 Berg am Laim",30
"22",2013,"22 Aubing - Lochhausen - Langwied","15 Trudering - Riem",30
"22",2013,"22 Aubing - Lochhausen - Langwied","16 Ramersdorf - Perlach",53
"22",2013,"22 Aubing - Lochhausen - Langwied","17 Obergiesing - Fasangarten",34
"22",2013,"22 Aubing - Lochhausen - Langwied","18 Untergiesing - Harlaching",43
"22",2013,"22 Aubing - Lochhausen - Langwied","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",83
"22",2013,"22 Aubing - Lochhausen - Langwied","20 Hadern",68
"22",2013,"22 Aubing - Lochhausen - Langwied","21 Pasing - Obermenzing",237
"22",2013,"22 Aubing - Lochhausen - Langwied","22 Aubing - Lochhausen - Langwied",750
"22",2013,"22 Aubing - Lochhausen - Langwied","23 Allach - Untermenzing",52
"22",2013,"22 Aubing - Lochhausen - Langwied","24 Feldmoching - Hasenbergl",55
"22",2013,"22 Aubing - Lochhausen - Langwied","25 Laim",83
"23",2013,"23 Allach - Untermenzing","01 Altstadt - Lehel",11
"23",2013,"23 Allach - Untermenzing","02 Ludwigsvorstadt - Isarvorstadt",38
"23",2013,"23 Allach - Untermenzing","03 Maxvorstadt",37
"23",2013,"23 Allach - Untermenzing","04 Schwabing - West",53
"23",2013,"23 Allach - Untermenzing","05 Au - Haidhausen",17
"23",2013,"23 Allach - Untermenzing","06 Sendling",22
"23",2013,"23 Allach - Untermenzing","07 Sendling - Westpark",44
"23",2013,"23 Allach - Untermenzing","08 Schwanthalerhöhe",16
"23",2013,"23 Allach - Untermenzing","09 Neuhausen - Nymphenburg",108
"23",2013,"23 Allach - Untermenzing","10 Moosach",109
"23",2013,"23 Allach - Untermenzing","11 Milbertshofen - Am Hart",54
"23",2013,"23 Allach - Untermenzing","12 Schwabing - Freimann",64
"23",2013,"23 Allach - Untermenzing","13 Bogenhausen",27
"23",2013,"23 Allach - Untermenzing","14 Berg am Laim",25
"23",2013,"23 Allach - Untermenzing","15 Trudering - Riem",44
"23",2013,"23 Allach - Untermenzing","16 Ramersdorf - Perlach",35
"23",2013,"23 Allach - Untermenzing","17 Obergiesing - Fasangarten",30
"23",2013,"23 Allach - Untermenzing","18 Untergiesing - Harlaching",41
"23",2013,"23 Allach - Untermenzing","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",90
"23",2013,"23 Allach - Untermenzing","20 Hadern",27
"23",2013,"23 Allach - Untermenzing","21 Pasing - Obermenzing",177
"23",2013,"23 Allach - Untermenzing","22 Aubing - Lochhausen - Langwied",80
"23",2013,"23 Allach - Untermenzing","23 Allach - Untermenzing",496
"23",2013,"23 Allach - Untermenzing","24 Feldmoching - Hasenbergl",49
"23",2013,"23 Allach - Untermenzing","25 Laim",48
"24",2013,"24 Feldmoching - Hasenbergl","01 Altstadt - Lehel",12
"24",2013,"24 Feldmoching - Hasenbergl","02 Ludwigsvorstadt - Isarvorstadt",41
"24",2013,"24 Feldmoching - Hasenbergl","03 Maxvorstadt",65
"24",2013,"24 Feldmoching - Hasenbergl","04 Schwabing - West",90
"24",2013,"24 Feldmoching - Hasenbergl","05 Au - Haidhausen",70
"24",2013,"24 Feldmoching - Hasenbergl","06 Sendling",54
"24",2013,"24 Feldmoching - Hasenbergl","07 Sendling - Westpark",74
"24",2013,"24 Feldmoching - Hasenbergl","08 Schwanthalerhöhe",57
"24",2013,"24 Feldmoching - Hasenbergl","09 Neuhausen - Nymphenburg",128
"24",2013,"24 Feldmoching - Hasenbergl","10 Moosach",210
"24",2013,"24 Feldmoching - Hasenbergl","11 Milbertshofen - Am Hart",304
"24",2013,"24 Feldmoching - Hasenbergl","12 Schwabing - Freimann",170
"24",2013,"24 Feldmoching - Hasenbergl","13 Bogenhausen",115
"24",2013,"24 Feldmoching - Hasenbergl","14 Berg am Laim",56
"24",2013,"24 Feldmoching - Hasenbergl","15 Trudering - Riem",59
"24",2013,"24 Feldmoching - Hasenbergl","16 Ramersdorf - Perlach",122
"24",2013,"24 Feldmoching - Hasenbergl","17 Obergiesing - Fasangarten",64
"24",2013,"24 Feldmoching - Hasenbergl","18 Untergiesing - Harlaching",77
"24",2013,"24 Feldmoching - Hasenbergl","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",113
"24",2013,"24 Feldmoching - Hasenbergl","20 Hadern",55
"24",2013,"24 Feldmoching - Hasenbergl","21 Pasing - Obermenzing",148
"24",2013,"24 Feldmoching - Hasenbergl","22 Aubing - Lochhausen - Langwied",83
"24",2013,"24 Feldmoching - Hasenbergl","23 Allach - Untermenzing",92
"24",2013,"24 Feldmoching - Hasenbergl","24 Feldmoching - Hasenbergl",1106
"24",2013,"24 Feldmoching - Hasenbergl","25 Laim",93
"25",2013,"25 Laim","01 Altstadt - Lehel",25
"25",2013,"25 Laim","02 Ludwigsvorstadt - Isarvorstadt",107
"25",2013,"25 Laim","03 Maxvorstadt",104
"25",2013,"25 Laim","04 Schwabing - West",127
"25",2013,"25 Laim","05 Au - Haidhausen",99
"25",2013,"25 Laim","06 Sendling",102
"25",2013,"25 Laim","07 Sendling - Westpark",194
"25",2013,"25 Laim","08 Schwanthalerhöhe",105
"25",2013,"25 Laim","09 Neuhausen - Nymphenburg",303
"25",2013,"25 Laim","10 Moosach",104
"25",2013,"25 Laim","11 Milbertshofen - Am Hart",82
"25",2013,"25 Laim","12 Schwabing - Freimann",118
"25",2013,"25 Laim","13 Bogenhausen",113
"25",2013,"25 Laim","14 Berg am Laim",73
"25",2013,"25 Laim","15 Trudering - Riem",74
"25",2013,"25 Laim","16 Ramersdorf - Perlach",158
"25",2013,"25 Laim","17 Obergiesing - Fasangarten",88
"25",2013,"25 Laim","18 Untergiesing - Harlaching",125
"25",2013,"25 Laim","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",219
"25",2013,"25 Laim","20 Hadern",213
"25",2013,"25 Laim","21 Pasing - Obermenzing",333
"25",2013,"25 Laim","22 Aubing - Lochhausen - Langwied",135
"25",2013,"25 Laim","23 Allach - Untermenzing",57
"25",2013,"25 Laim","24 Feldmoching - Hasenbergl",110
"25",2013,"25 Laim","25 Laim",855
"1",2014,"01 Altstadt - Lehel","01 Altstadt - Lehel",249
"1",2014,"01 Altstadt - Lehel","02 Ludwigsvorstadt - Isarvorstadt",195
"1",2014,"01 Altstadt - Lehel","03 Maxvorstadt",120
"1",2014,"01 Altstadt - Lehel","04 Schwabing - West",89
"1",2014,"01 Altstadt - Lehel","05 Au - Haidhausen",161
"1",2014,"01 Altstadt - Lehel","06 Sendling",38
"1",2014,"01 Altstadt - Lehel","07 Sendling - Westpark",45
"1",2014,"01 Altstadt - Lehel","08 Schwanthalerhöhe",47
"1",2014,"01 Altstadt - Lehel","09 Neuhausen - Nymphenburg",95
"1",2014,"01 Altstadt - Lehel","10 Moosach",43
"1",2014,"01 Altstadt - Lehel","11 Milbertshofen - Am Hart",40
"1",2014,"01 Altstadt - Lehel","12 Schwabing - Freimann",121
"1",2014,"01 Altstadt - Lehel","13 Bogenhausen",141
"1",2014,"01 Altstadt - Lehel","14 Berg am Laim",47
"1",2014,"01 Altstadt - Lehel","15 Trudering - Riem",31
"1",2014,"01 Altstadt - Lehel","16 Ramersdorf - Perlach",76
"1",2014,"01 Altstadt - Lehel","17 Obergiesing - Fasangarten",66
"1",2014,"01 Altstadt - Lehel","18 Untergiesing - Harlaching",91
"1",2014,"01 Altstadt - Lehel","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",92
"1",2014,"01 Altstadt - Lehel","20 Hadern",37
"1",2014,"01 Altstadt - Lehel","21 Pasing - Obermenzing",37
"1",2014,"01 Altstadt - Lehel","22 Aubing - Lochhausen - Langwied",22
"1",2014,"01 Altstadt - Lehel","23 Allach - Untermenzing",12
"1",2014,"01 Altstadt - Lehel","24 Feldmoching - Hasenbergl",13
"1",2014,"01 Altstadt - Lehel","25 Laim",43
"2",2014,"02 Ludwigsvorstadt - Isarvorstadt","01 Altstadt - Lehel",211
"2",2014,"02 Ludwigsvorstadt - Isarvorstadt","02 Ludwigsvorstadt - Isarvorstadt",1023
"2",2014,"02 Ludwigsvorstadt - Isarvorstadt","03 Maxvorstadt",332
"2",2014,"02 Ludwigsvorstadt - Isarvorstadt","04 Schwabing - West",259
"2",2014,"02 Ludwigsvorstadt - Isarvorstadt","05 Au - Haidhausen",329
"2",2014,"02 Ludwigsvorstadt - Isarvorstadt","06 Sendling",256
"2",2014,"02 Ludwigsvorstadt - Isarvorstadt","07 Sendling - Westpark",212
"2",2014,"02 Ludwigsvorstadt - Isarvorstadt","08 Schwanthalerhöhe",176
"2",2014,"02 Ludwigsvorstadt - Isarvorstadt","09 Neuhausen - Nymphenburg",347
"2",2014,"02 Ludwigsvorstadt - Isarvorstadt","10 Moosach",128
"2",2014,"02 Ludwigsvorstadt - Isarvorstadt","11 Milbertshofen - Am Hart",149
"2",2014,"02 Ludwigsvorstadt - Isarvorstadt","12 Schwabing - Freimann",199
"2",2014,"02 Ludwigsvorstadt - Isarvorstadt","13 Bogenhausen",196
"2",2014,"02 Ludwigsvorstadt - Isarvorstadt","14 Berg am Laim",88
"2",2014,"02 Ludwigsvorstadt - Isarvorstadt","15 Trudering - Riem",103
"2",2014,"02 Ludwigsvorstadt - Isarvorstadt","16 Ramersdorf - Perlach",230
"2",2014,"02 Ludwigsvorstadt - Isarvorstadt","17 Obergiesing - Fasangarten",238
"2",2014,"02 Ludwigsvorstadt - Isarvorstadt","18 Untergiesing - Harlaching",252
"2",2014,"02 Ludwigsvorstadt - Isarvorstadt","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",340
"2",2014,"02 Ludwigsvorstadt - Isarvorstadt","20 Hadern",124
"2",2014,"02 Ludwigsvorstadt - Isarvorstadt","21 Pasing - Obermenzing",181
"2",2014,"02 Ludwigsvorstadt - Isarvorstadt","22 Aubing - Lochhausen - Langwied",66
"2",2014,"02 Ludwigsvorstadt - Isarvorstadt","23 Allach - Untermenzing",61
"2",2014,"02 Ludwigsvorstadt - Isarvorstadt","24 Feldmoching - Hasenbergl",93
